X,GeneID,logFC_CK1a.ctrl,adjpval_CK1a.ctrl,logFC_CK1aL.ctrl,adjpval_CK1aL.ctrl,logFC_CK1e.ctrl,adjpval_CK1e.ctrl,logFC_CK1d.ctrl,adjpval_CK1d.ctrl,logFC_DVL3.ctrl,adjpval_DVL3.ctrl,logFC_CK1a.wnt3a,adjpval_CK1a.wnt3a,logFC_CK1aL.wnt3a,adjpval_CK1aL.wnt3a,logFC_CK1d.wnt3a,adjpval_CK1d.wnt3a,logFC_CK1e.wnt3a,adjpval_CK1e.wnt3a,logFC_DVL3.wnt3a,adjpval_DVL3.wnt3a
102,ARFGAP3,-2.074370575,0.015776719,-3.492428048,4.74E-05,0.372542706,0.64479288,0.745058501,0.338914571,-0.93602089,0.229609869,-0.051985166,0.999147126,0.535903902,0.998328456,-1.231821261,0.999991444,1.095834456,0.859635563,0.998921583,0.997070617
103,ARFGEF1,1.780177334,0.0135057,4.361233325,4.37E-08,1.865200225,0.00512964,1.686564285,0.010357555,0.826170827,0.204382992,-0.217034844,0.999147126,0.256591836,0.998328456,0.54462816,0.999991444,-0.045944886,0.994070948,-0.065192407,0.997070617
104,ARFGEF2,1.714937853,0.014530985,6.57088877,9.59E-13,1.865966906,0.004152742,1.194494684,0.058694279,0.993690645,0.115529788,-0.135858787,0.999147126,0.87356585,0.998328456,0.090794007,0.999991444,-0.201711808,0.994070948,-0.00261697,0.998532422
105,ARFGEF3,0.983090254,0.098400817,1.226439282,0.027969731,8.275930629,6.10E-18,9.021371272,3.82E-19,0.723238442,0.181873275,1.116950969,0.847058691,-0.96169591,0.912988224,-0.245453692,0.999991444,0.572234658,0.947250728,-0.169508203,0.997070617
106,ARFIP1,-1.850413773,0.00602279,-3.493781386,7.37E-07,-2.238088327,0.000432694,-3.325775968,1.26E-06,0.248746442,0.687142924,-0.661681627,0.999147126,-0.302219111,0.998328456,0.539861762,0.999991444,-0.332962605,0.994070948,-1.01555754,0.859155402
107,ARFIP2,-1.720408214,0.035142314,-4.071988239,1.98E-06,-2.357363214,0.00210353,-2.225448904,0.003350724,-1.066751617,0.149095072,-0.744383499,0.999147126,0.631514764,0.998328456,0.204188056,0.999991444,-0.130507982,0.994070948,0.32477053,0.997070617
108,ARG1,1.308693384,0.080709437,0.774195737,0.269460697,0.993039749,0.142910056,1.995022546,0.004170234,1.65239413,0.015512874,0.142601061,0.999147126,-0.144765255,0.998328456,-0.261641102,0.999991444,0.054648,0.994070948,-0.561376759,0.997070617
109,ARHGAP1,3.163980176,0.002077457,4.770524528,4.21E-06,6.014962229,3.80E-08,1.715799005,0.05777389,0.42995824,0.642274718,-1.885811121,0.847058691,-2.653757821,0.282222151,0.028555337,0.999991444,-2.431145528,0.319375121,0.894689233,0.997070617
110,ARHGAP12,-1.919285427,0.001864983,-2.835351501,4.89E-06,-1.149779862,0.034867633,1.419149006,0.00989607,0.669386472,0.219319161,0.207535193,0.999147126,1.002620748,0.887752927,-0.292685879,0.999991444,0.375325015,0.994070948,0.385472498,0.997070617
111,ARHGAP17,-1.004998081,0.326846394,-1.34897501,0.154799418,-0.855315477,0.356062565,-1.432009033,0.119588486,1.600913419,0.082222767,0.141330254,0.999147126,-0.10327568,0.998328456,1.194029411,0.999991444,1.465432887,0.797008105,0.395952313,0.997070617
112,ARHGAP21,1.480382292,9.69E-06,1.792324995,7.53E-08,2.013224669,4.06E-09,2.033009991,3.10E-09,2.837528985,5.16E-13,-0.040396204,0.999147126,-0.235048398,0.998328456,0.195271304,0.999991444,0.15463803,0.994070948,-0.057998108,0.997070617
113,ARHGAP22,10.30490897,5.70E-21,7.968612482,1.99E-18,8.198197163,4.81E-19,8.386919367,2.46E-19,0.459711773,0.356772954,0.20778268,0.999147126,-0.410085317,0.998328456,0.130178943,0.999991444,-0.202569134,0.994070948,-0.10076918,0.997070617
114,ARHGAP29,2.600279534,0.001196669,4.567369259,8.31E-08,2.351076228,0.001321212,5.396282197,1.35E-09,8.446326783,7.69E-15,1.337538619,0.868945028,-0.531904299,0.998328456,0.054157231,0.999991444,0.871146867,0.889543169,0.136207048,0.997070617
115,ARHGAP32,2.443022288,0.000159553,1.677528258,0.003826616,4.073866607,3.46E-09,2.93639741,2.42E-06,5.497887482,1.40E-12,0.850023768,0.999147126,0.66532481,0.998328456,-0.332528044,0.999991444,-0.484267243,0.966718273,-0.142687775,0.997070617
116,ARHGAP35,-0.534450426,0.021853675,0.42611661,0.049370908,-0.957486286,3.29E-05,-0.213619425,0.311905478,0.646778526,0.002577948,0.043910146,0.999147126,0.005682508,0.998328456,-0.305244057,0.999991444,-0.055185999,0.994070948,0.021473951,0.997070617
117,ARHGAP39,4.086917361,2.50E-08,4.074467856,5.25E-09,5.791129439,3.85E-13,7.019293285,1.45E-15,1.339886364,0.015223342,-1.726876177,0.354783481,-0.063105313,0.998328456,0.356097652,0.999991444,0.419687231,0.991764525,-1.246637491,0.64009477
118,ARHGAP5,-0.360107098,0.657656969,-0.927327525,0.207630252,-0.488595939,0.501696964,-0.981716522,0.168072449,-1.866266913,0.009446575,0.793418078,0.999147126,0.599619523,0.998328456,1.083125321,0.999991444,0.276743466,0.994070948,1.15063674,0.911398815
119,ARHGDIA,-1.851643407,0.00885854,-1.7094058,0.009757453,-1.958594919,0.002827776,-1.700346737,0.008338166,-1.935890714,0.00274821,0.021993412,0.999147126,0.281929965,0.998328456,1.112649828,0.999991444,1.577652639,0.438607996,0.086546289,0.997070617
120,ARHGEF10,4.891264278,7.09E-11,6.95039614,3.87E-16,5.402310571,3.59E-13,5.138699229,1.43E-12,6.001045558,1.58E-14,-0.180280655,0.999147126,0.045504568,0.998328456,-0.317192305,0.999991444,0.0375207,0.994070948,0.110927045,0.997070617
121,ARHGEF18,0.998548542,0.139703274,0.551331659,0.387677662,0.72871052,0.233366418,0.179507793,0.778289011,5.697102419,9.56E-12,-0.110262269,0.999147126,-0.06151474,0.998328456,1.546058613,0.795819607,-0.017872173,0.995726943,0.177697328,0.997070617
122,ARHGEF2,-0.157624248,0.872420057,-1.245497018,0.147148613,1.807641539,0.031325293,2.95916475,0.000708312,-1.255253263,0.133029838,0.414542411,0.999147126,0.638022471,0.998328456,-0.506123127,0.999991444,0.006679113,0.997581352,-0.554973002,0.997070617
123,ARHGEF7,-0.795477288,0.408168928,-1.10365817,0.210037263,-0.563064283,0.517850423,-0.608238452,0.487123181,-0.235514801,0.791599619,1.098142853,0.999147126,0.356967453,0.998328456,0.888852322,0.999991444,-0.428406234,0.994070948,0.36404726,0.997070617
124,ARID1A,-0.539961986,0.445660218,-1.457600993,0.02515276,-0.99993691,0.110520396,-1.274838686,0.042895523,-1.322628116,0.035415576,0.170542554,0.999147126,0.358551796,0.998328456,0.600736911,0.999991444,0.56161345,0.966156547,-0.434362934,0.997070617
125,ARID2,-1.429929169,0.037080531,-2.072126204,0.001674213,-2.193819644,0.000771257,-1.874169392,0.003288008,-3.379833178,1.35E-06,-0.282499647,0.999147126,-0.334281514,0.998328456,-0.496840137,0.999991444,-0.049480521,0.994070948,1.007170997,0.90288953
126,ARID3B,-0.923574873,0.087276091,-1.968817308,0.000217272,-0.96595366,0.048896823,-1.300010134,0.008914669,-2.563087651,2.69E-06,0.798374297,0.999147126,-0.267448239,0.998328456,0.272944169,0.999991444,-0.39622134,0.980771353,-0.370716814,0.997070617
127,ARID4B,-2.891023832,3.17E-06,-0.899291908,0.079227663,-3.133475911,1.24E-07,-2.090298714,9.54E-05,-4.024681093,3.35E-10,1.03439295,0.847058691,0.146650163,0.998328456,-0.784676494,0.999991444,0.230360317,0.994070948,0.336775169,0.997070617
128,ARL15,0.162384338,0.859188447,-0.076684715,0.928564187,-0.296761329,0.713608883,-0.292594293,0.718580653,-2.387106391,0.002481425,0.124051951,0.999147126,-0.107836734,0.998328456,0.581519636,0.999991444,0.148522502,0.994070948,0.358875027,0.997070617
129,ARL2,-1.769976381,0.002511879,-2.689548238,5.29E-06,-2.704312983,3.69E-06,-2.462150412,1.53E-05,-3.646263507,7.64E-09,-0.836178246,0.999147126,0.34001241,0.998328456,0.03005684,0.999991444,0.288055152,0.994070948,0.564871653,0.997070617
130,ODAD2,3.605903246,4.04E-07,1.952516064,0.000999107,1.979113041,0.000710456,2.210002198,0.000187302,1.749133809,0.00207274,-0.821957929,0.999147126,-0.350329452,0.998328456,-0.185602286,0.999991444,0.45805056,0.97723317,0.674099372,0.997070617
131,ARMC9,-0.889984903,0.143593493,-1.539728938,0.007587017,-0.564758379,0.306425499,0.111327025,0.848969346,-0.326662287,0.561567466,-0.501062141,0.999147126,0.40681402,0.998328456,-0.057435165,0.999991444,0.308618514,0.994070948,0.686511993,0.997070617
132,ARNT,-4.735164189,5.52E-08,-2.965213364,4.92E-05,-5.061242577,1.54E-09,-4.969323075,2.21E-09,-5.990912759,1.74E-11,-0.576428233,0.999147126,-1.785265693,0.312071945,0.252795155,0.999991444,-0.228381686,0.994070948,0.049072419,0.997070617
133,ASAP1,-2.434967565,0.001775495,-0.217903533,0.767758663,-2.8124923,0.000131746,0.141526068,0.845851405,-0.775813551,0.260123136,-0.194401916,0.999147126,0.049971426,0.998328456,-2.469027423,0.11542006,0.676115023,0.94826547,0.850948154,0.997070617
134,ASCC3,-0.073363071,0.720961676,-0.092403178,0.622983482,0.126927796,0.484854573,0.001976846,0.992405155,1.189398777,2.55E-08,-0.079273339,0.999147126,-0.02357814,0.998328456,-0.083298792,0.999991444,0.007415842,0.99424323,0.073034846,0.997070617
135,ASNS,-1.352000475,0.026312887,-2.269101635,0.000158677,-2.339526147,8.37E-05,-2.848358679,4.04E-06,-2.777632641,5.02E-06,0.361928024,0.999147126,0.048562607,0.998328456,0.307602952,0.999991444,0.07423357,0.994070948,-0.997361311,0.819121931
136,ASPSCR1,-0.070140387,0.945334381,-1.076191072,0.214735429,-0.94497286,0.262308362,-0.447392808,0.610699097,-1.881660422,0.025604137,-0.467968488,0.999147126,-0.15602116,0.998328456,-0.875682913,0.999991444,0.830341145,0.94826547,-0.185894314,0.997070617
137,ASRGL1,-2.976232937,6.27E-05,-3.862493662,2.29E-07,-0.472823284,0.456355792,-3.722636706,3.19E-07,-3.319803105,2.08E-06,0.326256603,0.999147126,0.472972652,0.998328456,0.135690835,0.999991444,-0.955196031,0.822109296,-0.093619876,0.997070617
138,ASS1,-1.497176076,0.005740815,-3.137462605,8.71E-08,-2.188942988,3.50E-05,-2.139938075,4.45E-05,-3.06751512,7.11E-08,-0.81526132,0.999147126,0.645832213,0.998328456,0.468247532,0.999991444,0.555736885,0.916544378,-0.188919904,0.997070617
139,INTS13,-4.37856984,6.81E-08,-3.345594194,2.60E-06,-5.592071062,2.42E-11,-5.661857735,1.67E-11,-6.240592364,9.57E-13,-0.42362131,0.999147126,-0.326079288,0.998328456,0.202788407,0.999991444,0.722731969,0.916544378,-0.38620206,0.997070617
140,ATAD5,0.452683735,0.627166262,-1.345955062,0.108886829,-0.08746912,0.920168836,-1.080137944,0.185290225,-1.601132199,0.049728981,0.245815755,0.999147126,0.858599783,0.998328456,0.634887147,0.999991444,0.350716959,0.994070948,-0.063923213,0.997070617
141,ATF2,-1.707474961,0.001502577,-2.98650646,1.46E-07,-1.716839339,0.000563753,-1.683929815,0.000654381,-2.619265559,9.54E-07,0.842091433,0.956207381,0.547449271,0.998328456,-1.040919468,0.84032144,-0.423331515,0.966156547,-0.11814402,0.997070617
142,ATF7,0.46595003,0.629897089,-0.185031206,0.843491525,0.617404509,0.474203517,-0.004719764,0.995517802,-0.558834016,0.518913619,0.312350901,0.999147126,0.346513386,0.998328456,0.847000414,0.999991444,-0.221885065,0.994070948,-0.325251724,0.997070617
143,ATF7IP,-4.737242173,2.55E-06,-4.262498064,4.11E-06,-4.404123715,1.77E-06,-4.91018352,2.13E-07,-5.845083153,4.18E-09,-0.078696206,0.999147126,0.959891619,0.998328456,1.365862118,0.999991444,-0.467192508,0.994070948,-0.340108945,0.997070617
144,ATG2A,2.269870508,0.00401385,3.75562394,3.21E-06,2.045906367,0.004527782,2.968167686,8.27E-05,5.08922542,3.93E-09,-1.182759575,0.999147126,0.100858346,0.998328456,0.297335944,0.999991444,-0.048125076,0.994070948,-0.210183405,0.997070617
145,ATG2B,0.002919971,0.991895506,1.512187316,1.93E-07,1.236137992,5.56E-06,1.620226422,3.03E-08,0.967447288,0.000152516,0.293317513,0.999147126,0.097196728,0.998328456,-0.182844268,0.999991444,-0.04903703,0.994070948,0.07942448,0.997070617
146,ATG3,-2.367562215,0.028230782,-3.603199076,0.000597937,-3.860402656,0.000214151,-1.719945092,0.077854467,-2.407489315,0.014198196,-0.408761336,0.999147126,-0.303753749,0.998328456,-0.440491965,0.999991444,0.666518025,0.994070948,0.269944575,0.997070617
147,ATG4C,-2.138717735,0.000103036,-2.594190787,1.65E-06,-2.224182355,1.60E-05,-2.295842175,8.90E-06,-3.003909579,5.15E-08,1.039573783,0.822842697,0.99686448,0.721156124,0.864638412,0.999916312,0.335299474,0.994070948,0.388048489,0.997070617
148,ATP1A3,-0.941023539,0.122982401,-1.73628111,0.002938167,-1.696183799,0.002961481,0.269022098,0.637531323,-2.144720396,0.000217106,-0.154899478,0.999147126,-0.481379314,0.998328456,-1.396546101,0.795819607,-0.071219218,0.994070948,-0.054671261,0.997070617
149,ATP2A2,-1.008219802,0.017094285,0.110165723,0.790118839,0.88399155,0.02159543,0.105813944,0.7903302,0.470904029,0.219178567,-0.035716219,0.999147126,-0.107621129,0.998328456,-0.751446352,0.943717662,-0.199459,0.994070948,-0.004908485,0.997070617
150,ATP5F1A,1.532385827,0.002366159,0.665976214,0.145426965,0.770183887,0.082831577,1.292473356,0.004514663,1.050306519,0.018587525,0.103978335,0.999147126,0.016227826,0.998328456,-0.57693969,0.999991444,0.603895189,0.874639417,-0.345786148,0.997070617
151,ATP5F1B,4.199124523,1.34E-05,2.64665849,0.001675096,2.523438898,0.002153919,2.268007664,0.005113641,2.03727672,0.010693554,-0.250322255,0.999147126,-0.079316048,0.998328456,-1.301484075,0.999991444,0.446819939,0.994070948,0.090899269,0.997070617
152,ATP6V1A,-2.954500242,1.43E-06,-3.806539605,1.66E-09,-2.440980417,7.53E-06,-2.534863087,3.70E-06,-4.422651799,1.75E-11,0.779990985,0.999147126,0.32086747,0.998328456,-1.112837968,0.84032144,-0.32742261,0.994070948,0.66475672,0.997070617
153,ATP6V1B2,-1.555292276,0.020177779,-1.669776153,0.008134799,-2.645151161,5.60E-05,-1.41718135,0.019999961,-2.503057187,9.30E-05,0.932198539,0.999147126,0.146343909,0.998328456,-0.228703976,0.999991444,1.123463298,0.73456639,0.141656768,0.997070617
154,ATP7A,2.730064218,0.000300838,5.03754661,1.88E-09,2.183389965,0.00126367,2.216647047,0.001027766,0.877511649,0.177374513,-0.025989821,0.999147126,-0.386807571,0.998328456,-0.117576448,0.999991444,-0.085906501,0.994070948,0.16168935,0.997070617
155,ATRIP,-1.046346909,0.1571092,-1.874293827,0.007434866,-0.724119314,0.279315452,-1.035371006,0.120874447,-2.22546976,0.001216883,0.018937125,0.999147126,0.619060984,0.998328456,0.585280051,0.999991444,-0.599942079,0.966156547,0.698456319,0.997070617
156,ATRX,-1.497755835,0.008125448,1.45476247,0.006146954,-1.773866284,0.000857979,-1.881254492,0.000423732,-3.430658965,1.84E-08,-0.12814791,0.999147126,-0.03594992,0.998328456,-0.240431933,0.999991444,0.643757031,0.889543169,0.58651197,0.997070617
157,ATXN10,-4.062220644,6.67E-07,-4.176627494,8.80E-08,-3.876670612,2.82E-07,-3.839968275,3.09E-07,-0.265142392,0.688505786,0.269395309,0.999147126,-0.124248944,0.998328456,-0.263245675,0.999991444,0.162850618,0.994070948,-0.481132598,0.997070617
158,ATXN2,-2.917818387,1.18E-05,0.014554756,0.979918866,0.850831024,0.118118494,0.544487331,0.321383452,1.70180576,0.002293395,0.413038653,0.999147126,-0.879434822,0.998328456,0.378428807,0.999991444,-0.324196439,0.994070948,0.103599345,0.997070617
159,ATXN2L,-1.774170148,1.62E-09,-0.841907799,0.0002313,-0.935053565,4.57E-05,-1.079654186,4.63E-06,0.57790402,0.006606696,0.305277626,0.999147126,0.006291544,0.998328456,0.001317303,0.999991444,-0.047329641,0.994070948,-0.069263723,0.997070617
160,AUNIP,0.114581979,0.890833496,-1.320504842,0.068096106,-0.456366321,0.525931068,-1.294146247,0.065942563,-2.047336228,0.004186205,-0.827560087,0.999147126,0.54322144,0.998328456,0.387584707,0.999991444,-0.357862135,0.994070948,0.414684111,0.997070617
161,AVEN,-0.666388656,0.355759087,-2.30410982,0.000872781,-1.376323773,0.034201231,-1.217366284,0.059686216,-3.156709616,8.54E-06,-0.083528225,0.999147126,0.799736095,0.998328456,-0.036766822,0.999991444,-0.519924916,0.980771353,0.746253467,0.997070617
162,AXIN1,8.816241127,2.14E-20,8.142924054,2.51E-20,5.55745483,2.42E-15,6.651628498,9.25E-18,9.551868205,1.08E-22,-1.65447506,0.150084566,-2.115130172,0.003218202,-0.363490463,0.999991444,-1.771875902,0.028946299,-0.491921002,0.997070617
163,AXIN2,5.590011519,2.59E-07,3.725788141,6.05E-05,2.427060064,0.004996284,5.947358273,9.26E-09,5.46253481,4.50E-08,-1.514069968,0.94381117,-2.856020629,0.165303186,-2.410505094,0.620370926,-0.338261311,0.994070948,-0.982877569,0.997070617
164,AZGP1,4.679407748,0.000473673,2.626735253,0.027969731,1.514170384,0.189560985,3.298288276,0.005221677,2.109563297,0.068041752,-0.925688914,0.999147126,-1.556307626,0.998328456,-0.888375709,0.999991444,1.24627593,0.946867211,0.340335814,0.997070617
165,BACH1,0.331167376,0.666279753,4.258531897,1.46E-07,-0.684769258,0.309128894,-0.202413197,0.772433712,-0.57228143,0.400766139,0.013106936,0.999147126,0.154276086,0.998328456,-0.124773949,0.999991444,0.430693258,0.994070948,-0.737688166,0.997070617
166,BAG3,0.106673543,0.923728149,-1.553305135,0.108377032,-0.573400412,0.55267761,0.031379971,0.977448389,0.342397777,0.725324889,-0.449210837,0.999147126,0.772067401,0.998328456,-0.819683516,0.999991444,0.172978598,0.994070948,-1.458468849,0.93105441
167,BAZ1A,-0.51324369,0.466354611,-2.424334831,0.000334019,-1.380005089,0.02791938,-1.556706992,0.013755277,-2.394182463,0.000252394,-0.606721854,0.999147126,0.093964986,0.998328456,-0.086458754,0.999991444,-0.015932766,0.995726943,-0.389559836,0.997070617
168,BAZ1B,-3.649808504,1.45E-06,-2.682918472,5.61E-05,-4.275921149,9.19E-09,-4.363510439,5.42E-09,-5.571179254,1.11E-11,0.429055651,0.999147126,-0.463667399,0.998328456,0.220334063,0.999991444,0.584811887,0.94826547,0.731783629,0.997070617
169,BBX,-3.823718775,2.89E-06,-1.519764967,0.025251866,-3.695506244,1.02E-06,-4.080018135,1.37E-07,-4.71018824,5.10E-09,-0.044983169,0.999147126,-0.761535333,0.998328456,0.02020299,0.999991444,-0.763081762,0.916544378,-0.566349731,0.997070617
170,BCAR1,1.941828774,0.062654707,0.608941751,0.54200173,0.976355949,0.302605869,1.481604823,0.116271572,3.549137859,0.000325676,0.057899331,0.999147126,0.469453875,0.998328456,-0.885278233,0.999991444,0.265837438,0.994070948,-0.267371353,0.997070617
171,BCAS3,-0.813192299,0.006713259,-0.436361726,0.112968471,-0.482277752,0.071777395,-0.806854063,0.003357513,0.973617378,0.000470161,-0.293750527,0.999147126,-0.154483948,0.998328456,0.085220314,0.999991444,0.12429962,0.994070948,0.107639577,0.997070617
172,BCCIP,-0.832835626,0.115006049,-2.335408372,1.47E-05,-1.459388581,0.003138829,-1.490658801,0.002520229,-3.131528288,3.84E-08,-0.557698277,0.999147126,0.082909973,0.998328456,-0.129231403,0.999991444,0.356618913,0.993534608,0.54954294,0.997070617
173,BCL11A,-2.147823329,0.023210235,2.704654593,0.002765966,-3.37761493,0.00021613,1.582084292,0.06384135,-1.963560326,0.021954966,-1.095787659,0.999147126,-1.09690999,0.998328456,-0.765526497,0.999991444,1.395611005,0.771600423,-0.614757369,0.997070617
174,BCL9,-0.02128416,0.981247143,-0.370069156,0.667796569,-0.599366142,0.469642462,-0.344594278,0.684694329,-1.753975781,0.031426142,0.326849818,0.999147126,-0.406759366,0.998328456,-0.119748763,0.999991444,0.601227556,0.994070948,0.513556789,0.997070617
175,BCLAF1,0.92892259,0.01314002,1.660188273,1.27E-05,-0.686102947,0.042471717,-0.576173546,0.086721805,-6.554496258,3.45E-21,-0.042017983,0.999147126,0.009748494,0.998328456,0.343853267,0.999991444,-0.236327113,0.994070948,-0.484796853,0.984299015
176,BCOR,-0.071515922,0.787200997,-0.175189437,0.463003935,-1.571451059,1.68E-08,-1.654923783,4.97E-09,-1.830552096,3.63E-10,-0.140801185,0.999147126,-0.092957094,0.998328456,-0.149989709,0.999991444,-0.169790901,0.993534608,-0.058040211,0.997070617
177,BCORL1,-2.560652235,0.000562531,-3.817202649,5.02E-07,-2.66991435,0.000113697,-2.435520691,0.000335026,-3.821713613,2.67E-07,0.635505489,0.999147126,0.232701386,0.998328456,0.430212058,0.999991444,0.958817064,0.836514398,0.370493625,0.997070617
178,BCR,2.579001903,2.37E-15,3.126447438,6.71E-19,3.568119152,5.26E-21,3.272935358,8.87E-20,1.732440672,1.02E-11,0.056092861,0.999147126,-0.158218113,0.998328456,-0.029312074,0.999991444,-0.00637477,0.995726943,-0.067758486,0.997070617
179,BEGAIN,1.899431718,0.000606556,7.918186591,9.73E-19,5.361197274,7.61E-14,7.028615764,2.28E-17,3.960021094,1.93E-10,-0.00994749,0.999147126,0.275829777,0.998328456,0.197259295,0.999991444,-1.430969895,0.196525995,-0.222989879,0.997070617
180,BEND3,-2.704958425,0.0010067,1.661563897,0.025301412,-3.640831687,6.08E-06,-1.895464827,0.009243421,-4.714759245,3.49E-08,-0.0749372,0.999147126,-0.120683472,0.998328456,-0.46846343,0.999991444,0.038775679,0.99424323,-0.099446079,0.997070617
181,BET1,-2.112558585,0.007612036,-1.661620983,0.023494563,-1.975294164,0.006441055,-1.683311917,0.018532989,-3.067376772,5.11E-05,0.143133961,0.999147126,-0.267852517,0.998328456,0.160416358,0.999991444,1.034491558,0.846338407,0.606973231,0.997070617
